,CNN,ScatNet
0,0.9433333333333333,0.9266666666666667
1,0.9333333333333334,0.9233333333333334
2,0.9216666666666667,0.9166666666666667
3,0.9083333333333334,0.8983333333333334
4,0.91,0.9033333333333334
5,0.8533333333333333,0.8566666666666666
6,0.875,0.8666666666666666
7,0.86,0.8366666666666667
8,0.8183333333333333,0.8116666666666667
9,0.7383333333333333,0.795
