,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.35486365502530876,0.8491993801652892,0.8404826760691441,0.24951779211942965,0.9050480769230769,0.9015199575486451
1,0.2347311038862575,0.9006714876033058,0.8959506429865043,0.23832153930113867,0.8950320512820512,0.8963798619565346
2,0.19904395040463319,0.9147856404958677,0.9120182965231193,0.1947961190285591,0.9302884615384616,0.9288809642182531
3,0.18335032293742354,0.9287190082644627,0.9255429699966358,0.2418870902978457,0.9022435897435896,0.9011040902634089
4,0.1718804015016014,0.9324638429752067,0.9298224299559129,0.16537553243912184,0.9322916666666666,0.9317904745432865
5,0.15226445936343885,0.9390108471074381,0.9379307702861575,0.20650447962375787,0.9206730769230769,0.9187662196096943
6,0.1397255411879583,0.9475981404958678,0.9457410492204985,0.17118494327251726,0.9290865384615384,0.924314855879534
7,0.12809382370588454,0.9493672520661157,0.9482609890319127,0.20214005616995004,0.907051282051282,0.910407368289137
8,0.12368307184766639,0.9539901859504132,0.9531225928274711,0.17984617272248635,0.9170673076923077,0.9173917277003649
9,0.1178495620292696,0.9565470041322314,0.9548718592843146,0.14795028819487646,0.9455128205128205,0.9463062124210325
