,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.3732471842657436,0.83567923553719,0.815569149842743,0.2364708551993737,0.9046474358974359,0.900162155341214
1,0.2348155729472637,0.8990185950413223,0.8923950800805567,0.1977408121411617,0.9154647435897435,0.9125998011614193
2,0.20450451760129496,0.9184271694214876,0.9150229632512281,0.15960015600117353,0.9459134615384616,0.9464930115858029
3,0.17433369572867047,0.9291193181818181,0.9273658035667551,0.15277879112041914,0.9342948717948718,0.9334523629487619
4,0.15628225088796832,0.9419938016528926,0.9406076534290326,0.14432445684304604,0.9543269230769231,0.9543268689878113
5,0.14880274412306874,0.9442536157024793,0.9429629833145522,0.1539134310128597,0.9435096153846154,0.9451839964182228
6,0.13500766198743475,0.9495738636363636,0.9479357044035268,0.1219206415116787,0.9467147435897435,0.9464184849446423
7,0.1297722763974558,0.9539127066115703,0.9531118040752575,0.12281402830894177,0.9459134615384616,0.9440473701946765
8,0.10990947706794196,0.9598915289256199,0.9592878728052704,0.10575144852583225,0.9627403846153846,0.961006035007383
9,0.11629579910500483,0.9605242768595041,0.959675136158261,0.1284135886682914,0.953926282051282,0.954627768093551
