,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.36125563166358254,0.8392174586776859,0.8291827313573893,0.24622385089214033,0.9066506410256411,0.8996258828133358
1,0.23424216414039786,0.903150826446281,0.8988708656953704,0.16713633273656553,0.9334935897435896,0.93150312909089
2,0.19745832044969905,0.918698347107438,0.9158347269194819,0.17339674498026186,0.9322916666666666,0.9212592040025551
3,0.18315931741486896,0.9296229338842976,0.927021197602516,0.17670158411447817,0.9274839743589743,0.9224321817800992
4,0.15426849238574505,0.9389462809917355,0.9381311934710354,0.15167301148176193,0.9419070512820512,0.9393329151392795
5,0.14605762250721455,0.9419034090909091,0.9404125369746581,0.1447304031596734,0.9463141025641026,0.9387798191232601
6,0.1284132914786989,0.9524276859504132,0.9514931127623386,0.1638131898183089,0.9370993589743589,0.9342682965301738
7,0.12030376395718619,0.9544938016528927,0.9530106666805843,0.1483470370563177,0.9479166666666666,0.9461294333797525
8,0.11822904431345788,0.9555655991735537,0.9551338164540425,0.10996261325020057,0.9639423076923077,0.9638942021503909
9,0.10739780828695406,0.9595945247933885,0.9590837870746634,0.11458343468033351,0.9567307692307693,0.955658205365583
