,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.382837129722942,0.8315986570247933,0.819083203268222,0.2279884350987581,0.9362980769230769,0.9326478975473135
1,0.25789219642227346,0.8978176652892562,0.8916751338919134,0.1799983365031389,0.9370993589743589,0.9336036820028949
2,0.2184958975423466,0.9103951446280991,0.9051737938168739,0.16673240065574646,0.9334935897435896,0.9283299477114112
3,0.18125070556998252,0.9258135330578513,0.9217095181934025,0.1343974809233959,0.9495192307692307,0.9484519917491673
4,0.17235845486548815,0.9301136363636363,0.9271594145103266,0.11136284556526405,0.9519230769230769,0.9496090142770425
5,0.1567112342200496,0.9381585743801654,0.9363696984235582,0.15221463716947115,0.9310897435897435,0.9259209177914879
6,0.15137664966962555,0.9414901859504132,0.9395048355539873,0.12226515549879807,0.9563301282051282,0.9560128638203366
7,0.13827067931944673,0.9443181818181818,0.9432443469048846,0.11363636329770088,0.953926282051282,0.9517641166523815
8,0.12409887412054972,0.9511492768595041,0.9496427561730707,0.1015026757780176,0.9579326923076923,0.959022148443596
9,0.12272551422092047,0.9551265495867769,0.9542980612267487,0.10388588303556809,0.9499198717948718,0.9521670771851733
