,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.29834589429877023,0.8875129132231405,0.883482483906519,0.27172452956438065,0.9250801282051282,0.9234764841438781
1,0.18626908317885615,0.9323217975206612,0.9307704438919635,0.2611523244816523,0.9026442307692307,0.9094240727738676
2,0.1449112114242532,0.9520661157024793,0.9506580404173833,0.16893617121072915,0.9427083333333334,0.9310913623330829
3,0.11973146689547734,0.9545454545454546,0.953078861075392,0.21417340972962287,0.9471153846153846,0.9472686044261807
4,0.0991962500593879,0.9645015495867768,0.9635599107462588,0.10234652875134578,0.9675480769230769,0.966748661428621
5,0.08454521546478976,0.9761492768595041,0.9758440259089813,0.1620841582234089,0.9459134615384616,0.9469585167145311
6,0.07580478535965085,0.9750129132231404,0.974910151728334,0.10414365299332601,0.9699519230769231,0.9696819989838124
7,0.05912497934292663,0.9806818181818182,0.980342401348791,0.1338126685183782,0.9591346153846154,0.9568089879831364
8,0.049959747383201664,0.9835227272727273,0.9833095837488915,0.06122858392504545,0.9783653846153846,0.9781131362596047
9,0.048519137601198796,0.9848786157024794,0.9850998724619002,0.08189735826678,0.9759615384615384,0.9757985593082026
