,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.331440643356605,0.8720557851239669,0.8717719743327565,0.35817890671583325,0.8533653846153846,0.8642982371151646
1,0.1713948290795088,0.9387138429752067,0.9369897737865581,0.24921292467759207,0.9362980769230769,0.9358090257449357
2,0.12851814705539832,0.9559013429752067,0.9556603460452846,0.10237714691230884,0.96875,0.9694146558740891
3,0.10600588761947372,0.9646306818181818,0.9642512508726452,0.1392643039043133,0.9479166666666666,0.9428094702789436
4,0.11873727138154208,0.9587551652892562,0.9581603166246051,0.2015820094026052,0.9238782051282051,0.9287323725946381
5,0.08950702100145545,0.970183367768595,0.9690569513926316,0.09970986921913348,0.9627403846153846,0.9626977434885619
6,0.06961118446832354,0.9767174586776859,0.9766887663050955,0.08213695955391113,0.9707532051282051,0.970451643458101
7,0.06874893983212214,0.9757877066115703,0.9753899175119858,0.06170592765108897,0.9819711538461539,0.9822100559966237
8,0.0447101171636446,0.985653409090909,0.9854243779174982,0.037210487939703926,0.9831730769230769,0.9828692597034568
9,0.05274852337527343,0.9832386363636364,0.9831737505550998,0.04887894748781736,0.9891826923076923,0.9887197048789684
