,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.2991694950921969,0.8850335743801654,0.8810008502203922,0.29784052761701435,0.8681891025641026,0.8770444331598478
1,0.18652189214798537,0.933174070247934,0.9314816889432056,0.14356903588542572,0.9479166666666666,0.9433311698168225
2,0.13129382419653915,0.9545454545454546,0.9538282904552414,0.9893410205841064,0.7103365384615384,0.7715972555557925
3,0.14313147091730075,0.9490185950413224,0.9472787310295668,0.1694717242454107,0.9503205128205128,0.9470620709828121
4,0.08997608485038985,0.9696022727272727,0.9692057385072909,0.10022288790115944,0.9711538461538461,0.9712658344978047
5,0.06649600156921555,0.9760717975206612,0.9756579397973627,0.10787579804085769,0.9647435897435896,0.9642405646269012
6,0.06817428811283952,0.9799715909090909,0.9797813855267005,0.28822385147213936,0.9330929487179488,0.933812277011856
7,0.06512776167893952,0.9786286157024794,0.9784576840354271,0.0998262562430822,0.9563301282051282,0.9539299291546958
8,0.06084824905900115,0.9786286157024794,0.9781145221549671,0.1332299875525328,0.9639423076923077,0.9651569557444184
9,0.05267926196313717,0.9829545454545454,0.982660969551132,0.11719728748385723,0.9551282051282051,0.9508588538073279
