,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.3080345078625462,0.8883651859504132,0.8817604493433372,0.4048904742185886,0.8818108974358974,0.8694220711299578
1,0.17749677578156645,0.9357308884297522,0.9349624420930076,0.13382649335723656,0.9507211538461539,0.9484429819245492
2,0.12500594612210988,0.957967458677686,0.9571726962237295,0.20799728379083368,0.9230769230769231,0.9254671889305711
3,0.10928046961568973,0.9644369834710744,0.9637986797806994,0.13726885351710594,0.9555288461538461,0.9558206999553154
4,0.08153110776858574,0.9711002066115703,0.9707149496838254,0.1233814347248811,0.9599358974358974,0.950486212324192
5,0.07139008750885048,0.9757102272727273,0.97541274324931,0.0841760977368372,0.9735576923076923,0.9728481373025395
6,0.06363861430013044,0.9770015495867769,0.9770682566092226,0.10718617559625553,0.9675480769230769,0.9664045354455026
7,0.057820009791546244,0.9808238636363636,0.9805355936372818,0.05807953471174607,0.9747596153846154,0.9759631258496516
8,0.052464643349363044,0.981482438016529,0.9811609969906138,0.059571997047616884,0.9819711538461539,0.9808382425189148
9,0.05171778794716705,0.983096590909091,0.9830107959646937,0.05641743141369751,0.9819711538461539,0.9819744336076683
