,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.2941692887043411,0.8930655991735537,0.8914959893907849,0.380446019080969,0.8229166666666666,0.8473979635788754
1,0.1715436071834781,0.9382231404958677,0.9375111268568983,0.3115138251047868,0.8745993589743589,0.8563689981074484
2,0.13149990550327031,0.9551136363636363,0.9541732424766667,0.15826429111453202,0.9314903846153846,0.9342906209075367
3,0.11086269589987668,0.9619447314049586,0.9607682477989007,0.0769601441346682,0.9723557692307693,0.970821934986642
4,0.08603236453438347,0.9697572314049586,0.969190222026973,0.07223938448497882,0.9747596153846154,0.9735487192785796
5,0.07639672756618397,0.9752195247933885,0.9742321327313528,0.12934246852707404,0.9579326923076923,0.9587494626689301
6,0.07188725660512732,0.9772081611570248,0.9774082823937446,0.16161828416471297,0.9387019230769231,0.9389531486586338
7,0.06134963164275343,0.9774147727272727,0.977065050819334,0.09559343762409228,0.9759615384615384,0.9761146041800942
8,0.05860027083915404,0.98125,0.9809144914591272,0.05365138764206607,0.9771634615384616,0.9772762039226309
9,0.05264148932500658,0.9820377066115703,0.9819907485611474,0.19568912627605292,0.9326923076923077,0.9376639778553207
